Place Name,Rating,About Place,Best Time To Visit
Bijans Nature Resort,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Terms and Conditions: It is mandatory for guests to present valid photo identification at the time of check-in. Airport Transfer Available / Surcharge|Doctor on Call|Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Medical Assistance Available|Welcome Drinks|Power Backup|Gardens|Coffee Shop / Cafe|Nature Walk|Campfire / Bon Fire|Food Facility|Internet Access Free|Room Service (24 Hours)|Internet / Fax (Reception area only),
Blender Berry,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances Doctor on Call|Parking Facilities Available|Front Desk|Room Service|First-Aid Kit at Front Desk,
Bishnu Palace,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances Doctor on Call|Parking Facilities Available|Front Desk|Baggage Room|Adjoining Rooms|RO Water Purification System|Room Service|Fire Safety|Recreation Zone|Anti-Slip Ramps|CCTV|First-Aid Kit at Front Desk,
chandra residency,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances. Customer Government approved Photo ID card is must to carry at the time of check in. Doctor on Call|Lobby|Front Desk|Luggage Storage|Parking Facility|Room Service|First-Aid Kit at Front Desk,
Bon Farmhouse,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances Doctor on Call|Lobby|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk,
Blossoms Garden,4.0,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates extra supplement will be charged over and above the paid rates as per actual and hotel discretion. It is mandatory for guests to present valid photo identification at the time of check-in. ",
Cinnamon Residency,4.0,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Airport Transfer Available / Surcharge|Business Center |Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Medical Assistance Available|Power Backup|Express Check-In / Check-Out|Gardens|Wedding Services Facility|Wake-up Call / Service|Suitable For Children|Coffee Shop / Cafe|ATM / Banking|Fax Machine|Fire Place Available |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Open Air Restaurant / Dining |Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Express Laundry|Self Check - In|Taxi Services|Rooftop Garden|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Family Room|Room Service (24 Hours)|Parking (Surcharge)|Courier Service|Guide / Sightseeing Service|Laptop Available on Hire|Internet / Fax (Reception area only)|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Room Service|Fire Safety|Public Restrooms|Suites",
CENTRAL RESIDENCY,4.0,"The standard check-in time is 09:00 AM and the standard check-out time is 09:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly all room double bed, extra person bed only, checkinn check out 24 hours,   goverment address froof compalseri. chennai id froof not allowed Business Center |Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Front Desk|Locker Facility|Power Backup|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Internet Access|Room Service",
CCR Residency,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be direct Doctor on Call|Laundry Service Available|Lift / Elevator|Dance Performances (on demand)|Parking Facility|Room Service,
Bull and Bush Resort Satyamangalam,4.0,"The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates , extra supplement will be charged over and above the paid rates as per actual and hotel discretion Doctor on Call|Parking Facilities Available|Children's Park|Outdoor Parking - Secured|Parking Facility",
Bubahut Boutique Resort,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances Doctor on Call|Parking Facilities Available|Front Desk|Room Service|First-Aid Kit at Front Desk,
Chandra Nivas,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly ,
Camp lagoon,4.0,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Swimming Pool|Doctor on Call|Games Zone|Internet Access - Surcharge|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Campfire / Bon Fire|Food Facility|Guide / Sightseeing Service",
BigSplash,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The standard cancellation policy will not be applicable during festive period ie. 01st Nov'13 to 17Nov'13 and 15th Dec'14 to 15th Jan'15 -  100% retention applicable. Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. Galla Dinner Complusory Charges 1000/-Rs per person should be paid directly to the hotel on 31 Dec 2014 Swimming Pool|Bar / Lounge |Business Center |Concierge|Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lobby|Private / Plunge Pool|Front Desk|Multi Cuisine Restaurant |Welcome Drinks|Gardens|Sauna|Coffee Shop / Cafe|Conference Facility |Fax Machine|Campfire / Bon Fire|Internet Access Free|Newspapers In Lobby|Children's Park|Room Service (24 Hours)|Parking (Surcharge)|Outdoor Parking - Secured|Parking Facility,
